text,target,len,is_spam,text_clean
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,384,0,"['everywhere', 'dirt', 'flor', 'windows', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'al', 'come', 'flow', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'l', 'se', 'gues', 'like', 'al', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'do', 'become', 'one']"
Aaooooright are you at work?,0,28,0,"['aoright', 'work']"
I'm leaving my house now...,0,27,0,"['leave', 'house']"
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,157,0,"['helo', 'love', 'get', 'interview', 'today', 'hapy', 'god', 'boy', 'think', 'mising']"
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,124,1,"['customer', 'service', 'anoncement', 'new', 'year', 'delivery', 'wait', 'please', 'cal', 'arange', 'delivery']"
You are a winner U have been specially selected 2 receive еЈ1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,146,1,"['winer', 'u', 'ben', 'specialy', 'select', 'receive', 'cash', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', 'claim']"
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,115,0,"['kep', 'safe', 'ned', 'mi', 'already', 'envy', 'everyone', 'se', 'real', 'life']"
New car and house for my parents.:)i have only new job in hand:),0,64,0,"['new', 'car', 'house', 'parent', 'new', 'job', 'hand']"
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,85,0,"['love', 'excite', 'day', 'spend', 'make', 'hapy']"
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,152,1,"['pls', 'stop', 'botydelious', 'f', 'invite', 'friend', 'reply', 'yes', 'se', 'w', 'sm', 'ac', 'u', 'botydelious', 'stop', 'send', 'stop', 'frnd']"
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,155,1,"['bangbabes', 'ur', 'order', 'way', 'u', 'receive', 'service', 'msg', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'internet', 'service', 'menu']"
I place all ur points on e cultures module already.,0,51,0,"['place', 'al', 'ur', 'point', 'e', 'culture', 'module', 'already']"
URGENT! We are trying to contact you. Last weekends draw shows that you have won a еЈ900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,157,1,"['urgent', 'try', 'contact', 'last', 'wekends', 'draw', 'show', 'prize', 'guaranted', 'cal', 'claim', 'code', 'valid', 'hr']"
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,74,0,"['hi', 'frnd', 'best', 'way', 'avoid', 'misunderstding', 'wit', 'beloved', 'one']"
Great escape. I fancy the bridge but needs her lager. See you tomo ,0,67,0,"['great', 'escape', 'fancy', 'bridge', 'neds', 'lager', 'se', 'tomo']"
Yes :)it completely in out of form:)clark also utter waste.,0,59,0,"['yes', 'completely', 'form', 'clark', 'also', 'uter', 'waste']"
"Sir, I need AXIS BANK account no and bank address.",0,50,0,"['sir', 'ned', 'axis', 'bank', 'acount', 'bank', 'adres']"
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,94,0,"['hm', 'thk', 'sure', 'get', 'time', 'hop', 'ard', 'ya', 'go', 'fre', 'abt', 'muz', 'cal', 'u', 'discus', 'liao']"
What time you coming down later? ,0,33,0,"['time', 'come', 'later']"
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,105,0,"['blody', 'hel', 'cant', 'believe', 'forget', 'surname', 'mr', 'il', 'give', 'u', 'clue', 'spanish', 'begin']"
"Well, i'm gonna finish my bath now. Have a good...fine night.",0,61,0,"['wel', 'gona', 'finish', 'bath', 'god', 'fine', 'night']"
Let me know when you've got the money so carlos can make the call,0,65,0,"['let', 'know', 'get', 'money', 'carlos', 'make', 'cal']"
U still going to the mall?,0,26,0,"['u', 'stil', 'go', 'mal']"
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,146,0,"['turn', 'friend', 'stay', 'whole', 'show', 'back', 'til', 'lt', 'gt', 'fel', 'fre', 'go', 'ahead', 'smoke', 'lt', 'gt', 'worth']"
Text her. If she doesnt reply let me know so i can have her log in,0,66,0,"['text', 'doesnt', 'reply', 'let', 'know', 'log']"
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,126,0,"['hi', 'speak', 'manesha', 'v', 'like', 'know', 'satisfied', 'experience', 'reply', 'tol', 'fre', 'yes']"
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,159,0,"['lift', 'hope', 'ofer', 'money', 'ned', 'especialy', 'end', 'month', 'aproaches', 'hurt', 'study', 'anyways', 'gr', 'wekend']"
Lol no. U can trust me.,0,23,0,"['lol', 'u', 'trust']"
ok. I am a gentleman and will treat you with dignity and respect.,0,65,0,"['ok', 'gentleman', 'wil', 'treat', 'dignity', 'respect']"
"He will, you guys close?",0,24,0,"['wil', 'guy', 'close']"
Going on nothing great.bye,0,26,0,"['go', 'nothing', 'great', 'bye']"
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,152,0,"['helo', 'handsome', 'find', 'job', 'lazy', 'work', 'towards', 'get', 'back', 'net', 'mumy', 'boytoy', 'mi']"
"Haha awesome, be there in a minute",0,34,0,"['haha', 'awesome', 'minute']"
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed еЈ1000 cash or еЈ5000 prize!,1,149,1,"['please', 'cal', 'customer', 'service', 'representative', 'frephone', 'betwen', 'pm', 'guaranted', 'cash', 'prize']"
Have you got Xmas radio times. If not i will get it now,0,55,0,"['get', 'xmas', 'radio', 'time', 'wil', 'get']"
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,88,0,"['jus', 'reach', 'home', 'go', 'bathe', 'first', 'si', 'use', 'net', 'tel', 'u', 'finish', 'k']"
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,72,1,"['unique', 'enough', 'find', 'th', 'august', 'w', 'areyounique', 'co', 'uk']"
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,185,0,"['sory', 'join', 'league', 'people', 'dont', 'kep', 'touch', 'mean', 'great', 'deal', 'ben', 'friend', 'al', 'time', 'even', 'great', 'personal', 'cost', 'great', 'wek']"
Hi :)finally i completed the course:),0,37,0,"['hi', 'finaly', 'complete', 'course']"
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,111,0,"['wil', 'stop', 'however', 'sugest', 'stay', 'someone', 'wil', 'able', 'give', 'or', 'every', 'stol']"
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,92,0,"['hope', 'setled', 'new', 'schol', 'year', 'wishin', 'gr', 'day']"
Gud mrng dear hav a nice day,0,28,0,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
Did u got that persons story,0,28,0,"['u', 'get', 'person', 'story']"
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,64,0,"['hamster', 'dead', 'hey', 'tmr', 'meet', 'pm', 'orchard', 'mrt']"
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,131,0,"['hi', 'kate', 'even', 'hope', 'se', 'tomorow', 'bit', 'blody', 'babyjontet', 'txt', 'back', 'u', 'x']"
"Found it, ENC  &lt;#&gt; , where you at?",0,40,0,"['find', 'enc', 'lt', 'gt']"
I sent you  &lt;#&gt;  bucks,0,28,0,"['sent', 'lt', 'gt', 'buck']"
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,84,0,"['helo', 'darlin', 'ive', 'finish', 'colege', 'txt', 'u', 'finish', 'u', 'love', 'kate', 'x']"
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,174,0,"['acount', 'ben', 'refiled', 'sucesfuly', 'inr', 'lt', 'decimal', 'gt', 'keralacircle', 'prepay', 'acount', 'balance', 'r', 'lt', 'decimal', 'gt', 'transaction', 'id', 'kr', 'lt', 'gt']"
Goodmorning sleeping ga.,0,24,0,"['godmorning', 'sleping', 'ga']"
U call me alter at 11 ok.,0,25,0,"['u', 'cal', 'alter', 'ok']"
МП say until like dat i dun buy ericsson oso cannot oredi lar...,0,64,0,"['say', 'like', 'dat', 'dun', 'buy', 'ericson', 'oso', 'canot', 'oredi', 'lar']"
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,156,0,"['enter', 'cabin', 'pa', 'say', 'hapy', 'b', 'day', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invite', 'apartment', 'go']"
"Aight yo, dats straight dogg",0,28,0,"['aight', 'yo', 'dat', 'straight', 'dog']"
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,86,0,"['please', 'give', 'u', 'conection', 'today', 'lt', 'decimal', 'gt', 'refund', 'bil']"
Both :) i shoot big loads so get ready!,0,39,0,"['shot', 'big', 'load', 'get', 'ready']"
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,73,0,"['bruv', 'hope', 'great', 'break', 'rewarding', 'semester']"
Home so we can always chat,0,26,0,"['home', 'always', 'chat']"
K:)k:)good:)study well.,0,23,0,"['k', 'k', 'god', 'study', 'wel']"
Yup... How М_ noe leh...,0,24,0,"['yup', 'noe', 'leh']"
Sounds great! Are you home now?,0,31,0,"['sound', 'great', 'home']"
Finally the match heading towards draw as your prediction.,0,58,0,"['finaly', 'match', 'heading', 'towards', 'draw', 'prediction']"
Tired. I haven't slept well the past few nights.,0,48,0,"['tire', 'slept', 'wel', 'past', 'night']"
Easy ah?sen got selected means its good..,0,41,0,"['easy', 'ah', 'sen', 'get', 'select', 'mean', 'god']"
I have to take exam with march 3,0,32,0,"['take', 'exam', 'march']"
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,159,0,"['yeah', 'think', 'use', 'gt', 'atm', 'register', 'sure', 'anyway', 'help', 'let', 'know', 'sure', 'ready']"
Ok no prob. Take ur time.,0,25,0,"['ok', 'prob', 'take', 'ur', 'time']"
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,161,0,"['o', 'caled', 'ubandu', 'wil', 'run', 'without', 'instal', 'hard', 'disk', 'use', 'os', 'copy', 'important', 'file', 'system', 'give', 'repair', 'shop']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,119,0,"['u', 'say', 'leh', 'course', 'nothing', 'hapen', 'lar', 'say', 'v', 'romantic', 'jus', 'bit', 'lor', 'thk', 'e', 'nite', 'scenery', 'nice', 'leh']"
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY еЈ1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,143,1,"['new', 'mobile', 'must', 'go', 'txt', 'nokia', 'colect', 'today', 'w', 'tc', 'biz', 'optout', 'gbp', 'mtmsg']"
Would really appreciate if you call me. Just need someone to talk to.,0,69,0,"['would', 'realy', 'apreciate', 'cal', 'ned', 'someone', 'talk']"
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,137,1,"['wil', 'u', 'meet', 'ur', 'dream', 'partner', 'son', 'ur', 'carer', 'flyng', 'start', 'find', 'fre', 'txt', 'horo', 'folowed', 'ur', 'star', 'sign', 'e', 'g', 'horo', 'aries']"
Hey company elama po mudyadhu.,0,30,0,"['hey', 'company', 'elama', 'po', 'mudyadhu']"
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,165,0,"['life', 'strict', 'teacher', 'bcoz', 'teacher', 'teach', 'leson', 'amp', 'conduct', 'exam', 'life', 'first', 'conduct', 'exam', 'amp', 'teach', 'lesons', 'hapy', 'morning']"
Dear good morning now only i am up,0,34,0,"['dear', 'god', 'morning']"
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,109,0,"['get', 'gandhipuram', 'walk', 'cro', 'cut', 'road', 'right', 'side', 'lt', 'gt', 'stret', 'road', 'turn', 'first', 'right']"
Dear we are going to our rubber place,0,37,0,"['dear', 'go', 'ruber', 'place']"
"Sorry battery died, yeah I'm here",0,33,0,"['sory', 'batery', 'die', 'yeah']"
Yes:)here tv is always available in work place..,0,48,0,"['yes', 'tv', 'always', 'available', 'work', 'place']"
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,157,1,"['text', 'meet', 'someone', 'sexy', 'today', 'u', 'find', 'date', 'even', 'flirt', 'u', 'join', 'p', 'reply', 'name', 'age', 'eg', 'sam', 'msg', 'recd', 'thirtyeight', 'penny']"
I have printed it oh. So  &lt;#&gt;  come upstairs,0,50,0,"['print', 'oh', 'lt', 'gt', 'come', 'upstairs']"
Or ill be a little closer like at the bus stop on the same street,0,65,0,"['il', 'litle', 'closer', 'like', 'bus', 'stop', 'stret']"
Where are you?when wil you reach here?,0,38,0,"['wil', 'reach']"
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,0,"['new', 'theory', 'argument', 'win', 'situation', 'lose', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'always', 'corect']"
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,145,1,"['u', 'secret', 'admirer', 'loking', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'cal']"
Tomarrow final hearing on my laptop case so i cant.,0,51,0,"['tomarow', 'final', 'hearing', 'laptop', 'case', 'cant']"
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,45,0,"['please', 'tel', 'v', 'avent', 'do', 'sportsx']"
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,83,0,"['okay', 'shin', 'meant', 'sign', 'sound', 'beter']"
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,0,"['although', 'tell', 'u', 'dat', 'baig', 'face', 'watch', 'realy', 'like', 'e', 'watch', 'u', 'give', 'co', 'fr', 'u', 'thanx', 'everything', 'dat', 'u', 'do', 'today', 'touch']"
U don't remember that old commercial?,0,37,0,"['u', 'remember', 'old', 'comercial']"
Too late. I said i have the website. I didn't i have or dont have the slippers,0,78,0,"['late', 'say', 'website', 'dont', 'slipers']"
I asked you to call him now ok,0,30,0,"['ask', 'cal', 'ok']"
Kallis wont bat in 2nd innings.,0,31,0,"['kali', 'wont', 'bat', 'nd', 'inings']"
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,0,"['didnt', 'work', 'oh', 'ok', 'godnight', 'l', 'fix', 'ready', 'time', 'wake', 'dearly', 'mised', 'god', 'night', 'slep']"
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,1,"['congratulation', 'ur', 'award', 'cd', 'voucher', 'gift', 'guaranted', 'fre', 'entry', 'wkly', 'draw', 'txt', 'music', 'tncs', 'w', 'ldew', 'com', 'win', 'pmx', 'age']"
Ranjith cal drpd Deeraj and deepak 5min hold,0,44,0,"['ranjith', 'cal', 'drpd', 'deraj', 'depak', 'min', 'hold']"
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'show', 'dep', 'afection', 'care', 'n', 'luv', 'ketoda', 'manda', 'nice', 'day', 'da']"
What you doing?how are you?,0,27,0,[]
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,179,0,"['ups', 'day', 'also', 'ship', 'company', 'take', 'wks', 'way', 'usps', 'take', 'wek', 'get', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuf']"
